period,edge,full_demand_load,capacity,ratio
25,K35,1058.8235294117646,1900800.0,1795.2
26,K1,58353.615291004615,6048000.0,103.64396395731659
26,K3,1111.764705882353,2592000.0,2331.4285714285716
26,K2,54324.16982057203,6048000.0,111.33165992183615
26,K5,1337.6470588235295,86932.180615,64.98887732871592
26,K6,1083.5294117647059,975.176471,0.9000000003800217
26,K4,49186.784858955194,6048000.0,122.9598563383
26,K8,1669.4117647058824,46140.063039,27.63851556247357
26,K7,45058.03385130155,6048000.0,134.22689547349827
26,K11,1764.7058823529412,87551.520426,49.6125282414
26,K9,41040.426276383536,6048000.0,147.36689037463253
26,K12,0.0,42906.161145,
26,K10,38578.00069980052,6048000.0,156.7732876325878
26,K14,1764.7058823529412,1728000.0,979.2
26,K13,34884.39478245755,6048000.0,173.37265094366435
26,K16,1102.5,1728000.0,1567.3469387755101
26,K15,30293.4553042118,6048000.0,199.64708347941828
26,K18,0.0,1728000.0,
26,K19,0.0,1728000.0,
26,K20,1875.0,1728000.0,921.6
26,K21,1764.7058823529412,1728000.0,979.2
26,K22,1575.0,1728000.0,1097.142857142857
26,K23,2117.6470588235293,1728000.0,816.0
26,K17,21446.42959782474,6048000.0,282.00498234043744
26,K25,0.0,1728000.0,
26,K24,19730.715229998757,6048000.0,306.5271547178668
26,K26,1757.800458016493,6048000.0,3440.6635704399464
26,K27,1316.9692586450801,6048000.0,4592.36232
26,K28,1198.4420253670228,6048000.0,5046.552
26,K29,1138.5199240986717,6048000.0,5312.16
26,K30,0.0,6048000.0,
26,K31,16591.764705882353,1728000.0,104.14805360561583
26,K32,352.94117647058823,1728000.0,4896.0
26,K33,0.0,1728000.0,
26,K34,0.0,1728000.0,
26,K35,1058.8235294117646,1728000.0,1632.0
