F,phase,repeat,ms
50,lp_total,16,7.398799993097782
50,lp_total,17,7.390900049358606
50,lp_total,18,7.928899955004454
50,lp_total,19,7.4480000184848905
50,lp_total,20,7.895900052972138
50,lp_total,21,7.47309997677803
50,lp_total,22,7.517300080507994
50,lp_total,23,7.394699961878359
50,lp_total,24,7.4702000711113214
50,lp_total,25,7.403800031170249
50,lp_total,26,7.91340006981045
50,lp_total,27,7.064800010994077
50,lp_total,28,7.830900023691356
50,lp_total,29,7.558300043456256
50,lp_total,30,7.436100044287741
100,build,1,0.16820000018924475
100,build,2,0.17419992946088314
100,build,3,0.17360004130750895
100,build,4,0.17209991347044706
100,build,5,0.17680006567388773
100,build,6,0.17469993326812983
100,build,7,0.1713000237941742
100,build,8,0.17220003064721823
100,build,9,0.17140002455562353
100,build,10,0.17630006186664104
100,build,11,0.17230003140866756
100,build,12,0.18099998123943806
100,build,13,0.17149990890175104
100,build,14,0.1772999530658126
100,build,15,0.17829996068030596
100,build,16,0.1732000382617116
100,build,17,0.17720006871968508
100,build,18,0.16840000171214342
100,build,19,0.17719995230436325
100,build,20,0.17180002760142088
100,build,21,0.17220003064721823
100,build,22,0.16960001084953547
100,build,23,0.1737999264150858
100,build,24,0.17300003673881292
100,build,25,0.1745999325066805
100,build,26,0.17200002912431955
100,build,27,0.16990001313388348
100,build,28,0.16549997963011265
100,build,29,0.1708000199869275
100,build,30,0.17529993783682585
100,loads,1,1.793100032955408
100,loads,2,1.7955999355763197
100,loads,3,1.8302000826224685
100,loads,4,1.7950000474229455
100,loads,5,1.8101000459864736
100,loads,6,1.7969999462366104
100,loads,7,1.7908998997882009
100,loads,8,1.8070999067276716
100,loads,9,1.8003000877797604
100,loads,10,1.7997999675571918
100,loads,11,1.8214998999610543
100,loads,12,1.8016999820247293
100,loads,13,1.7843999667093158
100,loads,14,1.7957999370992184
100,loads,15,2.0756000885739923
100,loads,16,1.8244999228045344
100,loads,17,1.8107000505551696
100,loads,18,1.831799978390336
100,loads,19,1.8214998999610543
100,loads,20,1.8167999805882573
100,loads,21,1.8155999714508653
100,loads,22,1.7872999887913465
100,loads,23,1.8150999676436186
100,loads,24,1.8254999304190278
100,loads,25,1.808399916626513
100,loads,26,1.8310999730601907
100,loads,27,1.8097000429406762
100,loads,28,1.8158999737352133
100,loads,29,1.8070000223815441
100,loads,30,1.81940000038594
100,cf_scan,1,0.05150004290044308
100,cf_scan,2,0.04730001091957092
100,cf_scan,3,0.04710000939667225
